,Date,Open,High,Low,Close,Adj Close,Volume
30,2012-10-16,90.767143,92.900002,90.14286,92.827141,83.87105600000002,137442900.0
31,2012-10-17,92.695717,93.255714,92.0,92.087143,83.202446,97259400.0
32,2012-10-18,91.370003,91.722855,90.0,90.377144,81.657455,119156100.0
33,2012-10-19,90.150002,90.252853,87.08856999999998,87.120003,78.714554,186021500.0
34,2012-10-22,87.488571,90.76857,87.251427,90.575714,81.836838,136682700.0
35,2012-10-23,90.14286,90.557144,87.385712,87.622856,79.168869,176786400.0
36,2012-10-24,88.77714499999998,89.507141,87.23428299999998,88.11856800000002,79.616783,139631800.0
37,2012-10-25,88.571426,88.85714,86.507141,87.077141,78.675812,164081400.0
38,2012-10-26,87.061432,87.714287,84.428574,86.285713,77.960747,254608200.0
39,2012-10-31,84.982857,85.994286,83.957146,85.045715,76.840401,127500800.0
40,2012-11-01,85.459999,86.14286,84.88143199999998,85.220001,76.997864,90324500.0
41,2012-11-02,85.127144,85.278572,82.10714,82.400002,74.449928,149843400.0
42,2012-11-05,83.360001,83.96714,82.514282,83.517143,75.45929,132283900.0
43,2012-11-06,84.318573,84.391426,82.870003,83.264282,75.230835,93729300.0
44,2012-11-07,81.977142,82.077141,79.39286,79.714287,72.35231,198412200.0
45,2012-11-08,80.089996,80.318573,76.470001,76.821426,69.726601,264036500.0
46,2012-11-09,77.20285799999998,79.26857,76.245712,78.15142800000002,70.933784,232478400.0
47,2012-11-12,79.164284,79.214287,76.949997,77.54714200000002,70.385323,128950500.0
48,2012-11-13,76.987144,78.639999,76.622856,77.557144,70.39439399999998,133237300.0
49,2012-11-14,77.928574,78.207146,76.597145,76.697144,69.613815,119292600.0
50,2012-11-15,76.790001,77.071426,74.660004,75.08856999999998,68.153778,197477700.0
51,2012-11-16,75.028572,75.714287,72.25,75.382858,68.420891,316723400.0
52,2012-11-19,77.244286,81.071426,77.12571700000002,80.818573,73.354591,205829400.0
53,2012-11-20,81.701431,81.707146,79.225716,80.129997,72.729614,160688500.0
54,2012-11-21,80.60714,81.052856,79.514282,80.242859,72.83206899999998,93250500.0
55,2012-11-23,81.024284,81.714287,80.371429,81.64286,74.10276,68206600.0
56,2012-11-26,82.271431,84.285713,81.958572,84.218575,76.440598,157644900.0
57,2012-11-27,84.221428,84.345711,82.871429,83.540001,75.82470699999998,133332500.0
58,2012-11-28,82.46714,83.685715,81.751427,83.27714499999998,75.58612099999998,130216100.0
59,2012-11-29,84.317146,84.89286,83.60714,84.194283,76.41855600000002,128674700.0
60,2012-11-30,83.827141,84.057144,83.239998,83.611427,75.889534,97829900.0
61,2012-12-03,84.807144,84.941429,83.64286,83.74143199999997,76.00752299999998,91070000.0
62,2012-12-04,83.114288,83.114288,81.732857,82.264282,74.666801,139267100.0
63,2012-12-05,81.272858,81.321426,76.96714,76.970001,69.861458,261159500.0
64,2012-12-06,75.562859,79.044289,74.089996,78.177139,70.957123,294303100.0
65,2012-12-07,79.057144,79.314285,75.714287,76.178574,69.143127,196760200.0
66,2012-12-10,75.0,76.93,74.511429,75.688568,68.69838,157621100.0
67,2012-12-11,77.110001,78.50856800000003,76.767143,77.341431,70.198608,148086400.0
68,2012-12-12,78.252853,78.285713,76.610001,77.0,69.88871,121786000.0
69,2012-12-13,75.878571,76.805717,75.114288,75.66999799999998,68.681526,156314900.0
70,2012-12-14,73.535713,74.01857,72.225716,72.827141,66.10123399999999,252394800.0
71,2012-12-17,72.704285,74.285713,71.604286,74.11856800000002,67.27336899999999,189401800.0
72,2012-12-18,75.0,76.414284,74.321426,76.271431,69.227417,156421300.0
73,2012-12-19,75.924286,76.242859,75.071426,75.187141,68.243271,112342300.0
74,2012-12-20,75.714287,75.742859,74.12571700000002,74.53286,67.649422,120422400.0
75,2012-12-21,73.209999,74.238571,72.891426,74.190002,67.338219,149067100.0
76,2012-12-24,74.335716,74.89286,74.101425,74.309998,67.447121,43938300.0
77,2012-12-26,74.14286,74.208572,73.017143,73.285713,66.517448,75609100.0
78,2012-12-27,73.362854,73.75,72.094284,73.58000200000002,66.784554,113780100.0
79,2012-12-28,72.898575,73.497147,72.58856999999998,72.798569,66.07527900000001,88569600.0
80,2012-12-31,72.932854,76.485718,72.714287,76.024284,69.00308199999999,164873100.0
81,2013-01-02,79.117142,79.285713,77.37571700000002,78.432854,71.189217,140129500.0
82,2013-01-03,78.26857,78.524284,77.285713,77.442856,70.290649,88241300.0
83,2013-01-04,76.709999,76.947144,75.11856800000002,75.285713,68.332726,148583400.0
84,2013-01-07,74.571426,75.614288,73.599998,74.842857,67.930763,121039100.0
85,2013-01-08,75.601425,75.98428299999998,74.464287,75.044289,68.11359399999999,114676800.0
86,2013-01-09,74.64286,75.001427,73.71285999999998,73.871429,67.049049,101901100.0
87,2013-01-10,75.507141,75.531425,73.645714,74.78714000000002,67.880211,150286500.0
88,2013-01-11,74.428574,75.045715,74.145714,74.328575,67.463989,87626700.0
89,2013-01-14,71.811432,72.5,71.215714,71.678574,65.05873100000001,183551900.0
90,2013-01-15,71.185715,71.284286,69.054283,69.41714499999999,63.006161,219193100.0
91,2013-01-16,70.66285699999997,72.77714499999998,70.35714,72.298569,65.621475,172701200.0
92,2013-01-17,72.90142800000002,72.964287,71.718575,71.811432,65.17930600000001,113419600.0
93,2013-01-18,71.21714,71.745712,70.914284,71.428574,64.831818,118230700.0
94,2013-01-22,72.08000200000002,72.554283,70.947144,72.110001,65.45030200000001,115386600.0
95,2013-01-23,72.687141,73.57,72.110001,73.43,66.64840699999999,215377400.0
96,2013-01-24,65.714287,66.53286,64.321426,64.35714,58.413467,365213100.0
97,2013-01-25,64.52714499999999,65.175713,62.14285699999999,62.84,57.036427,302006600.0
98,2013-01-28,62.547142,64.744286,62.265713,64.261429,58.326584,196379400.0
99,2013-01-29,65.5,65.742859,64.58856999999999,65.46714,59.42094399999999,142789500.0
100,2013-01-30,65.285713,66.085716,64.928574,65.261429,59.234215,104288800.0
101,2013-01-31,65.28286,65.611427,64.997147,65.07,59.06048199999999,79833600.0
102,2013-02-01,65.58714300000001,65.639999,64.050003,64.802856,58.818024,134871100.0
103,2013-02-04,64.844284,65.13428499999999,63.14285699999999,63.188572,57.35281,119279300.0
104,2013-02-05,63.435715,65.677139,63.174286,65.405716,59.365196,143336900.0
105,2013-02-06,65.209999,66.64286,64.654289,65.335716,59.301662,148426600.0
106,2013-02-07,66.178574,67.14286,64.87428299999999,66.888573,61.064934,176145200.0
107,2013-02-08,67.714287,68.40142800000001,66.89286,67.854286,61.946575,158289600.0
108,2013-02-11,68.071426,69.27714499999999,67.60714,68.561432,62.592148,129372600.0
109,2013-02-12,68.501427,68.91143000000001,66.82,66.842857,61.023197,152263300.0
110,2013-02-13,66.744286,67.66285699999999,66.174286,66.715714,60.90711999999999,118801900.0
111,2013-02-14,66.360001,67.377144,66.288574,66.655716,60.85234499999999,88818800.0
112,2013-02-15,66.978569,67.165718,65.70285799999999,65.737144,60.013752,97936300.0
113,2013-02-19,65.871429,66.104286,64.835716,65.71285999999999,59.99158900000001,108945900.0
114,2013-02-20,65.38428499999999,65.38428499999999,64.114288,64.121429,58.53870799999999,119075600.0
115,2013-02-21,63.714287,64.16714499999999,63.259998,63.722858,58.17483100000001,111795600.0
116,2013-02-22,64.178574,64.514282,63.799999,64.40142800000001,58.794319,82663700.0
117,2013-02-25,64.835716,65.017143,63.224285,63.257141,57.749676,93144800.0
118,2013-02-26,63.402859,64.505714,62.52285799999999,64.138573,58.554363,125374900.0
119,2013-02-27,64.061432,64.63428499999999,62.950001,63.509998,57.980515,146837600.0
120,2013-02-28,63.435715,63.98143,63.057144,63.057144,57.567085,80628800.0
121,2013-03-01,62.57143000000001,62.597141,61.425713,61.495716,56.14160500000001,138112100.0
122,2013-03-04,61.114285,61.171429,59.85714300000001,60.007141,54.78262700000001,145688900.0
123,2013-03-05,60.21143000000001,62.169998,60.10714300000001,61.591427,56.228977,159608400.0
124,2013-03-06,62.07285699999999,62.17856999999999,60.632858,60.80857099999999,55.514275,115062500.0
125,2013-03-07,60.64285699999999,61.715714,60.151428,61.51142900000001,56.155945,117118400.0
126,2013-03-08,61.400002,62.204285,61.23,61.674286,56.304623,97870500.0
127,2013-03-11,61.39285699999999,62.715714,60.734287,62.55285600000001,57.106697,118559000.0
128,2013-03-12,62.228573,62.697144,61.08142900000001,61.204285,55.875538,116477900.0
129,2013-03-13,61.20714200000001,62.07143000000001,60.765713,61.192856000000006,55.86510500000001,101387300.0
130,2013-03-14,61.832859,62.091427,61.492859,61.785713,56.406349,75968900.0
131,2013-03-15,62.561428,63.46143000000001,62.464287,63.380001,57.861835,160990200.0
132,2013-03-18,63.064285,65.351425,63.028572,65.102859,59.43469200000001,151549300.0
133,2013-03-19,65.64286,65.852859,64.071426,64.927139,59.274273,131693800.0
134,2013-03-20,65.345711,65.37571700000001,64.227142,64.58285500000001,58.959965,77165200.0
135,2013-03-21,64.317146,65.425713,64.300003,64.675713,59.04473100000001,95813900.0
136,2013-03-22,64.940002,66.014282,64.730003,65.987144,60.24199300000001,98776300.0
137,2013-03-25,66.38428499999999,67.135712,65.968575,66.225716,60.459785,125283900.0
138,2013-03-26,66.49143199999999,66.548569,65.790001,65.877144,60.141571,73573500.0
139,2013-03-27,65.208572,65.257141,64.389999,64.58285500000001,58.959965,82809300.0
140,2013-03-28,64.260002,64.545715,63.08857,63.237144,57.731411,110709900.0
141,2013-04-01,63.128571,63.38571500000001,61.105713,61.27285799999999,55.938145,97433000.0
142,2013-04-02,61.085712,62.591427,60.914288,61.398571,56.05290600000001,132379800.0
143,2013-04-03,61.624287,62.468571,61.472858,61.712856,56.339832,90804000.0
144,2013-04-04,61.965714,62.14285699999999,60.75,61.102856,55.78294,89611900.0
145,2013-04-05,60.64285699999999,60.70714200000001,59.954285,60.45714200000001,55.193451,95923800.0
146,2013-04-08,60.692856000000006,61.07143000000001,60.355713,60.887142,55.586014,75207300.0
147,2013-04-09,60.908573,61.214287,60.39285699999999,60.99714300000001,55.686432,76653500.0
148,2013-04-10,61.15714300000001,62.437141,60.85856999999999,62.241428000000006,56.82238,93982000.0
149,2013-04-11,61.959999,62.57,61.599998,62.047142,56.645012,82091100.0
150,2013-04-12,62.021427,62.021427,61.298573,61.400002,56.054222,59653300.0
151,2013-04-15,61.0,61.127144,59.935715,59.978573,54.75654599999999,79380000.0
152,2013-04-16,60.224285,60.944286,60.08142900000001,60.89143000000001,55.589924,76442800.0
153,2013-04-17,60.03856999999999,60.085712,56.87285600000001,57.542858,52.532906,236264000.0
154,2013-04-18,57.855713,57.970001,55.67714300000001,56.007141,51.130882,166574800.0
155,2013-04-19,55.424286,57.085712,55.014286,55.790001,50.932652,152318600.0
156,2013-04-22,56.091427,57.45714200000001,55.895714,56.952858,51.99427,107480100.0
157,2013-04-23,57.712856,58.34,56.972858,58.01857,52.96719,166059600.0
158,2013-04-24,56.220001,59.32143000000001,56.07143000000001,57.92285500000001,52.87980699999999,242412800.0
159,2013-04-25,58.74714300000001,59.134285,58.14285699999999,58.34,53.260632,96209400.0
160,2013-04-26,58.544285,59.824287,58.32143000000001,59.599998,54.410934,191024400.0
161,2013-04-29,60.064285,61.945713,60.0,61.445713,56.095947,160081600.0
162,2013-04-30,62.15714300000001,63.60714300000001,61.724285,63.254284,57.747059,172884600.0
163,2013-05-01,63.494286,63.561428,62.055714,62.75571400000001,57.29188900000001,126727300.0
164,2013-05-02,63.111427,64.084282,62.947144,63.645714,58.10440799999999,105457100.0
165,2013-05-03,64.47285500000001,64.747147,64.164284,64.28286,58.686077,90325200.0
166,2013-05-06,65.101425,66.028572,64.90142800000001,65.815712,60.085476,124160400.0
167,2013-05-07,66.424286,66.535713,64.814285,65.522858,59.818127,120938300.0
168,2013-05-08,65.577141,66.48143,65.11571500000001,66.262856,60.49369,118149500.0
169,2013-05-09,65.687141,66.14286,65.08285500000001,65.252853,59.96593100000001,99621900.0
170,2013-05-10,65.424286,65.672859,64.354286,64.709999,59.46706,83713000.0
171,2013-05-13,64.501427,65.414284,64.5,64.96285999999999,59.699432,79237200.0
172,2013-05-14,64.835716,65.028572,63.164288,63.408573,58.271084,111779500.0
173,2013-05-15,62.737144,63.0,60.33714300000001,61.264286,56.300522,185403400.0
174,2013-05-16,60.462856,62.549999,59.842857,62.082859,57.05278000000001,150801000.0
175,2013-05-17,62.721428,62.869999,61.57285699999999,61.894287,56.87947800000001,106976100.0
176,2013-05-20,61.701427,63.685715,61.442856000000006,63.27571500000001,58.148987,112894600.0
177,2013-05-21,62.592857,63.639999,62.028572,62.80857099999999,57.719688,114005500.0
178,2013-05-22,63.435715,64.050003,62.602856,63.049999,57.94155500000001,110759600.0
179,2013-05-23,62.278572,63.737144,62.25571400000001,63.162857,58.045265,88255300.0
180,2013-05-24,62.978573,63.665714,62.908573,63.592857,58.440422,69041700.0
181,2013-05-28,64.271431,64.444283,62.978573,63.062859,57.953369,96536300.0
182,2013-05-29,62.85714300000001,63.92856999999999,62.771427,63.564285,58.414173,82644100.0
183,2013-05-30,63.664288,64.928574,63.501427,64.511429,59.284576,88379900.0
184,2013-05-31,64.64286,65.300003,64.214287,64.247147,59.04171,96075700.0
185,2013-06-03,64.389999,64.622856,63.21143000000001,64.388573,59.171677,93088100.0
186,2013-06-04,64.745712,64.918571,63.912857,64.187141,58.986561,73182200.0
187,2013-06-05,63.664288,64.388573,63.387142,63.58714300000001,58.43516500000001,72647400.0
188,2013-06-06,63.638573,63.85714300000001,62.007141,62.637142,57.562145,104233500.0
189,2013-06-07,62.35714300000001,63.32,61.824287,63.115715,58.001949,101133900.0
190,2013-06-10,63.532856,64.154289,62.400002,62.69857,57.618603,112538300.0
191,2013-06-11,62.248573,63.251427,61.902859,62.514286,57.44924200000001,71528100.0
192,2013-06-12,62.785713,63.035713,61.64285699999999,61.741428000000006,56.739006,66306800.0
193,2013-06-13,61.785713,62.44857,61.25,62.279999,57.233936,71458100.0
194,2013-06-14,62.200001,62.327145,61.214287,61.435715,56.458061,67966500.0
195,2013-06-17,61.634285,62.242859,61.48,61.714287,56.714069,64853600.0
196,2013-06-18,61.651428,62.128571,61.458572,61.681427,56.683868,48756400.0
197,2013-06-19,61.628571,61.665714,60.42856999999999,60.42856999999999,55.532516,77735000.0
198,2013-06-20,59.900002,60.854286,59.310001,59.548573,54.72382,89327700.0
199,2013-06-21,59.784286,60.0,58.299999,59.07143000000001,54.285336,120279600.0
200,2013-06-24,58.200001,58.380001,56.864285,57.50571400000001,52.84647800000001,120186500.0
201,2013-06-25,57.95714200000001,58.25571400000001,56.97571600000001,57.51857,52.858284,78540700.0
202,2013-06-26,57.700001,57.827145,56.52285799999999,56.867142,52.259644,91931000.0
203,2013-06-27,57.035713,57.341427,56.220001,56.254284,51.69643,84311500.0
204,2013-06-28,55.908573,57.181427,55.55285600000001,56.647144,52.057472,144629100.0
205,2013-07-01,57.52714200000001,58.895714,57.317142,58.459999,53.72344200000001,97763400.0
206,2013-07-02,58.565716,60.232857,58.495716,59.784286,54.940434,117466300.0
207,2013-07-03,60.12285600000001,60.425713,59.63571500000001,60.114285,55.243694,60232200.0
208,2013-07-05,60.055714,60.470001,59.335712,59.631428,54.79995699999999,68506200.0
209,2013-07-08,60.015713,60.14285699999999,58.664288,59.292858,54.488823,74534600.0
210,2013-07-09,59.085712,60.5,58.625713,60.335712,55.447182,88146100.0
211,2013-07-10,59.942856000000006,60.685715,59.75,60.104286,55.234512,70351400.0
212,2013-07-11,60.421429,61.17856999999999,60.167141,61.041428,56.095722,81573100.0
213,2013-07-12,61.092857,61.398571,60.487144,60.93,55.993324,69890800.0
214,2013-07-15,60.715714,61.637142,60.685715,61.062859,56.115402,60479300.0
215,2013-07-16,60.931427,61.529999,60.59571500000001,61.45714200000001,56.477757,54134500.0
216,2013-07-17,61.38571500000001,61.745716,61.174286,61.472858,56.492199,49747600.0
217,2013-07-18,61.91143,62.124287,61.515713,61.68,56.682552,54719700.0
218,2013-07-19,61.871429000000006,61.99714300000001,60.621429000000006,60.70714200000001,55.788513,67180400.0
219,2013-07-22,61.351429,61.39285699999999,60.781429,60.901428,55.96706800000001,51949100.0
220,2013-07-23,60.85714300000001,60.994286,59.815716,59.855713,55.006069,92348900.0
221,2013-07-24,62.704285,63.512856000000006,62.18,62.93,57.831276,147984200.0
222,2013-07-25,62.95714200000001,63.057144,62.258572,62.64285699999999,57.56739399999999,57373400.0
223,2013-07-26,62.185715,63.00571400000001,62.048573,62.998573,57.894299,50038100.0
224,2013-07-29,62.971428,64.284286,62.88571500000001,63.970001,58.787022,62014400.0
225,2013-07-30,64.279999,65.307144,64.175713,64.760002,59.513016,77355600.0
226,2013-07-31,64.998573,65.334282,64.204285,64.647141,59.409294,80739400.0
227,2013-08-01,65.10714,65.257141,64.751427,65.239998,59.954109,51562700.0
228,2013-08-02,65.43,66.121429,65.237144,66.077141,60.72343100000001,68695900.0
229,2013-08-05,66.38428499999999,67.238571,66.021431,67.064285,61.630589,79713900.0
230,2013-08-06,66.860001,67.41285699999999,66.024284,66.464287,61.079197,83714400.0
231,2013-08-07,66.257141,66.714287,65.96714,66.425713,61.04376600000001,74714500.0
232,2013-08-08,66.26571700000001,66.300003,65.421425,65.858574,60.922184,63944300.0
233,2013-08-09,65.519997,65.779999,64.807144,64.921425,60.055271,66716300.0
234,2013-08-12,65.26571700000001,66.949997,65.232857,66.76571700000001,61.761326,91108500.0
235,2013-08-13,67.27714499999999,70.665718,66.864288,69.938568,64.69635799999999,220485300.0
236,2013-08-14,71.12571700000002,72.035713,70.485718,71.214287,65.876465,189093100.0
237,2013-08-15,70.91714499999998,71.771431,69.86856800000001,71.129997,65.798477,122573500.0
238,2013-08-16,71.449997,71.84857199999998,71.26571700000002,71.761429,66.382607,90576500.0
239,2013-08-19,72.048569,73.391426,72.0,72.534286,67.097527,127629600.0
240,2013-08-20,72.815712,72.938568,71.545715,71.581429,66.216072,89672100.0
241,2013-08-21,71.941429,72.449997,71.599998,71.76571700000002,66.38655899999999,83969900.0
242,2013-08-22,72.139999,72.227142,71.171425,71.851425,66.465851,61051900.0
243,2013-08-23,71.895714,71.907143,71.335716,71.574287,66.209473,55682900.0
244,2013-08-26,71.535713,72.885712,71.5,71.852859,66.467178,82741400.0
245,2013-08-27,71.14286,71.78714000000002,69.471428,69.798569,64.566856,106047200.0
246,2013-08-28,69.428574,70.828575,69.428574,70.128571,64.872116,76902000.0
247,2013-08-29,70.235718,70.928574,70.16143000000001,70.242859,64.97784399999999,59914400.0
248,2013-08-30,70.285713,70.421425,69.5,69.602859,64.385818,68074300.0
249,2013-09-03,70.442856,71.514282,69.621429,69.79714200000001,64.565536,82982200.0
250,2013-09-04,71.36571500000002,71.748573,70.897141,71.24143199999997,65.90158100000001,86258200.0
251,2013-09-05,71.464287,71.525711,70.519997,70.752853,65.44963100000001,59091900.0
252,2013-09-06,71.205711,71.339996,69.992859,71.174286,65.839439,89881400.0
253,2013-09-09,72.14286,72.559998,71.925713,72.309998,66.89003000000001,85171800.0
254,2013-09-10,72.314285,72.492859,69.928574,70.66285699999997,65.36635600000001,185798900.0
255,2013-09-11,66.715714,67.66999799999999,66.40142800000001,66.815712,61.807571,224674100.0
256,2013-09-12,66.928574,67.914284,66.572861,67.52714499999999,62.465687,101012800.0
257,2013-09-13,67.048569,67.404289,66.385712,66.414284,61.436237,74708900.0
258,2013-09-16,65.85714,65.944283,63.888573,64.302856,59.48307,135926700.0
259,2013-09-17,63.994286,65.672859,63.92856999999999,65.045715,60.17025400000001,99845200.0
260,2013-09-18,66.168571,66.621429,65.808571,66.382858,61.407166,114215500.0
261,2013-09-19,67.242859,67.975716,67.035713,67.471428,62.414135,101135300.0
262,2013-09-20,68.285713,68.364288,66.571426,66.772858,61.767937,174825700.0
263,2013-09-23,70.871429,70.987144,68.942856,70.091431,64.837769,190526700.0
264,2013-09-24,70.697144,70.781425,69.688568,69.871429,64.63426199999999,91086100.0
265,2013-09-25,69.885712,69.94856999999999,68.775711,68.790001,63.633884,79239300.0
266,2013-09-26,69.428574,69.794289,69.128571,69.459999,64.253662,59305400.0
267,2013-09-27,69.111427,69.238571,68.674286,68.964287,63.795109,57010100.0
268,2013-09-30,68.178574,68.808571,67.772858,68.10714,63.002205,65039100.0
269,2013-10-01,68.349998,69.877144,68.339996,69.708572,64.483612,88470900.0
270,2013-10-02,69.37571700000001,70.257141,69.10714,69.937141,64.69503,72296000.0
271,2013-10-03,70.072861,70.335716,68.677139,69.058571,63.88231999999999,80688300.0
272,2013-10-04,69.122856,69.228569,68.371429,69.004288,63.83211899999999,64717100.0
273,2013-10-07,69.50856800000001,70.378571,69.335716,69.678574,64.45585600000001,78073100.0
274,2013-10-08,69.99143199999999,70.091431,68.648575,68.705711,63.555908,72729300.0
275,2013-10-09,69.23428299999999,69.684288,68.325714,69.512856,64.302559,75431300.0
276,2013-10-10,70.188568,70.339996,69.577141,69.94856999999999,64.705612,69650700.0
277,2013-10-11,69.57,70.548569,69.308571,70.40142800000002,65.12451899999999,66934700.0
278,2013-10-14,69.975716,71.08285500000002,69.907143,70.862854,65.551369,65474500.0
279,2013-10-15,71.072861,71.714287,70.788574,71.239998,65.900238,80018400.0
280,2013-10-16,71.541428,71.790001,71.318573,71.58714300000003,66.221367,62775300.0
281,2013-10-17,71.425713,72.111427,71.382858,72.071426,66.669342,63398300.0
282,2013-10-18,72.284286,72.751427,72.244286,72.69856999999998,67.249496,72635500.0
283,2013-10-21,73.110001,74.900002,73.074287,74.480003,68.897377,99526700.0
284,2013-10-22,75.201431,75.492859,72.575714,74.267143,68.70049300000001,133515900.0
285,2013-10-23,74.14286,75.095711,74.14286,74.994286,69.373138,78430800.0
286,2013-10-24,75.0,76.067146,74.635712,75.987144,70.291588,96191200.0
287,2013-10-25,75.902855,76.175713,75.01571700000002,75.137146,69.50528,84448000.0
288,2013-10-28,75.577141,75.85714,74.744286,75.697144,70.0233,137610200.0
289,2013-10-29,76.610001,77.035713,73.505714,73.811432,68.278938,158951800.0
290,2013-10-30,74.230003,75.360001,73.860001,74.985718,69.365204,88540900.0
291,2013-10-31,75.0,75.355713,74.46714,74.671425,69.074471,68924100.0
292,2013-11-01,74.860001,74.971428,73.691429,74.290001,68.721642,68722500.0
293,2013-11-04,74.442856,75.260002,74.11571500000002,75.25,69.609665,61156900.0
294,2013-11-05,74.940002,75.555717,74.714287,75.064285,69.437889,66303300.0
295,2013-11-06,74.878571,74.980003,74.028572,74.41714499999998,69.24116500000001,55843900.0
296,2013-11-07,74.225716,74.74143199999997,73.197144,73.21285999999998,68.120621,65655100.0
297,2013-11-08,73.511429,74.447144,73.227142,74.36571500000002,69.193314,69829200.0
298,2013-11-11,74.284286,74.524284,73.487144,74.150002,68.992599,56863100.0
299,2013-11-12,73.95285799999998,74.845711,73.85714,74.28714000000002,69.120201,51069200.0
300,2013-11-13,74.0,74.60714,73.851425,74.37571700000002,69.20259899999999,49305200.0
301,2013-11-14,74.687141,75.611427,74.552856,75.451431,70.203514,70604800.0
302,2013-11-15,75.225716,75.584282,74.927139,74.998573,69.782166,79480100.0
303,2013-11-18,74.998573,75.312859,74.028572,74.089996,68.936768,61236000.0
304,2013-11-19,74.147141,74.76857,73.995712,74.221428,69.059044,52234700.0
305,2013-11-20,74.175713,74.345711,73.475716,73.571426,68.454254,48479200.0
306,2013-11-21,73.942856,74.458572,73.38143199999998,74.44856999999998,69.270386,65506700.0
307,2013-11-22,74.21714,74.594284,74.075714,74.257141,69.092285,55931400.0
308,2013-11-25,74.431427,75.12428299999998,74.428574,74.82,69.61599,57327900.0
309,2013-11-26,74.87428299999998,76.591431,74.85714,76.199997,70.900009,100345700.0
310,2013-11-27,76.61571500000002,78.0,76.199997,77.994286,72.56950400000002,90862100.0
311,2013-11-29,78.497147,79.761429,78.25856800000003,79.438568,73.91333,79531900.0
312,2013-12-02,79.714287,80.61856800000002,78.688568,78.747147,73.269989,118136200.0
313,2013-12-03,79.757141,80.91143000000002,79.668571,80.902855,75.275764,112742000.0
314,2013-12-04,80.785713,81.312859,80.117142,80.714287,75.100319,94452400.0
315,2013-12-05,81.807144,82.16285699999997,80.915718,81.128571,75.485786,111895000.0
316,2013-12-06,80.827141,80.964287,79.938568,80.002853,74.438362,86088100.0
317,2013-12-09,80.128571,81.36856800000002,80.128571,80.918571,75.29039,80123400.0
318,2013-12-10,80.511429,81.12571700000002,80.171425,80.792854,75.173416,69567400.0
319,2013-12-11,81.0,81.567146,79.955711,80.194283,74.616478,89929700.0
320,2013-12-12,80.305717,80.762856,80.004288,80.077141,74.50747700000002,65572500.0
321,2013-12-13,80.407143,80.41143000000002,79.095711,79.204285,73.69534300000002,83205500.0
322,2013-12-16,79.288574,80.377144,79.28714000000002,79.64286,74.103409,70648200.0
323,2013-12-17,79.40142800000002,79.91999799999998,79.054283,79.284286,73.769768,57475600.0
324,2013-12-18,78.528572,78.778572,76.971428,78.681427,73.208862,141465800.0
325,2013-12-19,78.5,78.571426,77.675713,77.779999,72.37011700000002,80077200.0
326,2013-12-20,77.918571,78.80143000000002,77.831429,78.431427,72.976242,109103400.0
327,2013-12-23,81.14286,81.531425,80.394287,81.441429,75.776878,125326600.0
328,2013-12-24,81.41285699999997,81.697144,80.861427,81.095711,75.45519300000002,41888700.0
